country,country_code,year,percentile,adults_above_pct,income_local,ppp_eur_factor_lcu_per_eur,income_eur_ppa,data_quality
Suiza,CH,2024,52,48,85444.1,1.435375809669495,59527.337317795595,1
Suiza,CH,2024,53,47,85869.8,1.435375809669495,59823.914699922454,1
Suiza,CH,2024,54,46,86500.1,1.435375809669495,60263.03314942812,1
Suiza,CH,2024,55,45,87362.1,1.435375809669495,60863.57273926451,1
Suiza,CH,2024,56,44,88061.6,1.435375809669495,61350.90155955518,1
Suiza,CH,2024,57,43,88620.5,1.435375809669495,61740.27693862659,1
Suiza,CH,2024,58,42,89356.90000000001,1.435375809669495,62253.31331212488,1
Suiza,CH,2024,59,41,90156.5,1.435375809669495,62810.37996645571,1
Suiza,CH,2024,60,40,90956.70000000001,1.435375809669495,63367.8646297818,1
Suiza,CH,2024,61,39,91809.3,1.435375809669495,63961.85541202601,1
Suiza,CH,2024,62,38,92488.6,1.435375809669495,64435.11126281007,1
Suiza,CH,2024,63,37,93029.5,1.435375809669495,64811.94637202411,1
Suiza,CH,2024,64,36,93584.5,1.435375809669495,65198.604692626424,1
